Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
461,0.4659,0.8444,3.5658,0.4667
462,0.5551,0.8356,3.6756,0.4333
463,0.6760,0.8156,3.9849,0.4133
464,0.5869,0.8133,4.7362,0.4667
465,0.7089,0.7444,4.2898,0.4267
466,0.6841,0.7267,4.2426,0.3800
467,0.5297,0.7978,3.8155,0.4533
468,0.4513,0.8489,3.9057,0.4200
469,0.3938,0.8622,4.1322,0.4533
470,0.3780,0.8822,4.2735,0.4667
471,0.3732,0.8756,4.4380,0.4600
472,0.3821,0.8733,4.4700,0.4467
473,0.5015,0.8311,4.5223,0.4533
474,0.5289,0.8000,4.5628,0.3933
475,0.4127,0.8400,4.3015,0.4800
476,0.3971,0.8378,4.3257,0.4600
477,0.3631,0.8822,4.6012,0.4867
478,0.3714,0.8867,4.5972,0.4400
479,0.4309,0.8489,4.6909,0.4467
480,0.4606,0.8400,4.7788,0.4333
481,0.4164,0.8511,5.1607,0.4467
482,0.4816,0.8600,5.2939,0.4067
483,0.6360,0.7444,4.9899,0.4267
484,0.4383,0.8511,5.2187,0.4600
485,0.5736,0.8089,5.2277,0.4400
486,0.4677,0.8311,5.4458,0.4133
487,0.8231,0.7200,4.6956,0.3600
488,0.8776,0.7911,4.6088,0.4267
489,0.5243,0.8111,4.2184,0.3733
490,0.6024,0.7889,4.6467,0.3933
491,0.5789,0.7911,4.3441,0.4067
492,0.4973,0.8244,4.0095,0.4533
493,0.4196,0.8467,4.1850,0.4333
494,0.3779,0.8644,4.8856,0.4333
495,0.4678,0.8400,4.6631,0.4533
496,0.5271,0.8400,4.6963,0.4267
497,0.7652,0.7222,4.0799,0.4267
498,0.5735,0.7867,4.0190,0.4000
499,0.4607,0.8378,4.4976,0.4533
500,0.4732,0.8222,4.6077,0.4133
